Inits,Part,Answer,Image,Freq
RB,4,6,/Users/abardon/Desktop/cns186_images/buildings/6.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/space/24.jpg,l
RB,4,2,/Users/abardon/Desktop/cns186_images/animals/14.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/phones/2.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/space/16.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/buildings/41.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/landscapes/25.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/animals/34.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/phones/21.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/buildings/28.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/phones/22.jpg,h
RB,4,1,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/33.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/29.jpg,h
RB,4,5,/Users/abardon/Desktop/cns186_images/phones/15.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/24.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/landscapes/28.jpg,l
RB,4,5,/Users/abardon/Desktop/cns186_images/phones/17.jpg,h
RB,4,5,/Users/abardon/Desktop/cns186_images/space/30.jpg,l
RB,4,5,/Users/abardon/Desktop/cns186_images/phones/14.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/32.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/landscapes/20.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/9.jpg,h
RB,4,5,/Users/abardon/Desktop/cns186_images/phones/38.jpg,h
RB,4,1,/Users/abardon/Desktop/cns186_images/animals/22.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/buildings/25.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/animals/26.jpg,l
RB,4,5,/Users/abardon/Desktop/cns186_images/phones/12.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/animals/42.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/animals/33.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/space/14.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/landscapes/23.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/phones/37.jpg,h
RB,4,1,/Users/abardon/Desktop/cns186_images/landscapes/30.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,l
RB,4,6,/Users/abardon/Desktop/cns186_images/phones/5.jpg,h
RB,4,6,/Users/abardon/Desktop/cns186_images/buildings/40.jpg,l
RB,4,1,/Users/abardon/Desktop/cns186_images/phones/20.jpg,h
MH,2,1,/Users/abardon/Desktop/cns186_images/people/28.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/8.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/food/13.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/18.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/24.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/space/20.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/23.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/42.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/33.jpg,h
MH,2,1,/Users/abardon/Desktop/cns186_images/people/42.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/25.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/landscapes/40.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/7.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/28.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/food/19.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/37.jpg,h
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/30.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/food/43.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/food/20.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/22.jpg,h
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/6.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/people/30.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/31.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/food/34.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/33.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/people/26.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/people/33.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/19.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/space/5.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/food/36.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/6.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/10.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/17.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/food/28.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/3.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/25.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/4.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/35.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/34.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/9.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/space/10.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/15.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,h
MH,2,0,/Users/abardon/Desktop/cns186_images/people/2.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/food/38.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/41.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/people/35.jpg,l
MH,2,0,/Users/abardon/Desktop/cns186_images/buildings/27.jpg,h
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/39.jpg,l
MH,2,1,/Users/abardon/Desktop/cns186_images/landscapes/1.jpg,l
MH,4,1,/Users/abardon/Desktop/cns186_images/people/24.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/space/25.jpg,l
MH,4,3,/Users/abardon/Desktop/cns186_images/buildings/14.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/people/42.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/food/30.jpg,l
MH,4,3,/Users/abardon/Desktop/cns186_images/buildings/12.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/food/34.jpg,l
MH,4,4,/Users/abardon/Desktop/cns186_images/buildings/37.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/landscapes/20.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/people/35.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/buildings/25.jpg,h
MH,4,1,/Users/abardon/Desktop/cns186_images/food/9.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/landscapes/1.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/landscapes/26.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/buildings/2.jpg,h
MH,4,4,/Users/abardon/Desktop/cns186_images/buildings/22.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/space/20.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/buildings/15.jpg,h
MH,4,1,/Users/abardon/Desktop/cns186_images/people/19.jpg,l
MH,4,1,/Users/abardon/Desktop/cns186_images/food/18.jpg,l
MH,4,4,/Users/abardon/Desktop/cns186_images/space/9.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/people/23.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/landscapes/39.jpg,l
MH,4,1,/Users/abardon/Desktop/cns186_images/food/10.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/food/19.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/food/38.jpg,l
MH,4,1,/Users/abardon/Desktop/cns186_images/landscapes/7.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/landscapes/19.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/landscapes/3.jpg,l
MH,4,6,/Users/abardon/Desktop/cns186_images/food/20.jpg,l
MH,4,1,/Users/abardon/Desktop/cns186_images/space/13.jpg,l
MH,4,4,/Users/abardon/Desktop/cns186_images/people/9.jpg,l
MH,4,5,/Users/abardon/Desktop/cns186_images/buildings/9.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/buildings/38.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,h
MH,4,1,/Users/abardon/Desktop/cns186_images/buildings/45.jpg,h
MH,4,3,/Users/abardon/Desktop/cns186_images/buildings/26.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/people/10.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/space/7.jpg,l
MH,4,5,/Users/abardon/Desktop/cns186_images/buildings/6.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/buildings/33.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/buildings/10.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/space/21.jpg,l
MH,4,5,/Users/abardon/Desktop/cns186_images/buildings/16.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/buildings/21.jpg,h
MH,4,6,/Users/abardon/Desktop/cns186_images/space/8.jpg,l
MH,4,5,/Users/abardon/Desktop/cns186_images/people/24.jpg,l
MH,4,2,/Users/abardon/Desktop/cns186_images/buildings/23.jpg,h
MH,4,5,/Users/abardon/Desktop/cns186_images/buildings/32.jpg,h
MH,4,2,/Users/abardon/Desktop/cns186_images/landscapes/33.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/space/28.jpg,l
VM,2,1,/Users/abardon/Desktop/cns186_images/landscapes/34.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/7.jpg,h
VM,2,1,/Users/abardon/Desktop/cns186_images/landscapes/10.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/1.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/space/29.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/11.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/32.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/20.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/34.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/18.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/36.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/space/11.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/27.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/14.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/19.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/21.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/45.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/25.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/38.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/14.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/33.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/14.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/6.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/26.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/30.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/1.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/7.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/11.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/20.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/4.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/13.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/37.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/35.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/39.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/14.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/space/4.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/43.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/space/14.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/space/22.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/cars/24.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/buildings/10.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/2.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/31.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/space/30.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/24.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/33.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/18.jpg,h
VM,2,0,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/phones/29.jpg,l
VM,2,0,/Users/abardon/Desktop/cns186_images/landscapes/27.jpg,h
VM,4,2,/Users/abardon/Desktop/cns186_images/buildings/13.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
VM,4,5,/Users/abardon/Desktop/cns186_images/space/30.jpg,l
VM,4,4,/Users/abardon/Desktop/cns186_images/space/4.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/space/7.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/phones/6.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/phones/29.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/cars/24.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/cars/23.jpg,l
VM,4,5,/Users/abardon/Desktop/cns186_images/buildings/38.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/landscapes/42.jpg,h
VM,4,2,/Users/abardon/Desktop/cns186_images/phones/17.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/space/24.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/phones/32.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/cars/27.jpg,l
VM,4,3,/Users/abardon/Desktop/cns186_images/landscapes/16.jpg,h
VM,4,5,/Users/abardon/Desktop/cns186_images/cars/25.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/phones/26.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/landscapes/31.jpg,h
VM,4,5,/Users/abardon/Desktop/cns186_images/cars/11.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/phones/14.jpg,l
VM,4,6,/Users/abardon/Desktop/cns186_images/buildings/10.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/landscapes/35.jpg,h
VM,4,6,/Users/abardon/Desktop/cns186_images/landscapes/25.jpg,h
VM,4,2,/Users/abardon/Desktop/cns186_images/buildings/22.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/buildings/44.jpg,l
VM,4,3,/Users/abardon/Desktop/cns186_images/landscapes/32.jpg,h
VM,4,3,/Users/abardon/Desktop/cns186_images/landscapes/39.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/phones/30.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/space/25.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/15.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/buildings/20.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/cars/28.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/30.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/23.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/18.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/cars/21.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/36.jpg,h
VM,4,6,/Users/abardon/Desktop/cns186_images/landscapes/11.jpg,h
VM,4,2,/Users/abardon/Desktop/cns186_images/landscapes/19.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/40.jpg,h
VM,4,4,/Users/abardon/Desktop/cns186_images/landscapes/24.jpg,h
VM,4,2,/Users/abardon/Desktop/cns186_images/space/2.jpg,l
VM,4,3,/Users/abardon/Desktop/cns186_images/landscapes/21.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/cars/36.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/buildings/28.jpg,l
VM,4,2,/Users/abardon/Desktop/cns186_images/landscapes/26.jpg,h
VM,4,1,/Users/abardon/Desktop/cns186_images/buildings/45.jpg,l
VM,4,1,/Users/abardon/Desktop/cns186_images/landscapes/41.jpg,h
VM,4,4,/Users/abardon/Desktop/cns186_images/space/22.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/18.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/18.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/17.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/43.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/15.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/36.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/space/21.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/space/16.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/16.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/space/6.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/39.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/cars/42.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/space/2.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/37.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/space/1.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/36.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/14.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/space/14.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/6.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/40.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/32.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/11.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/17.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/26.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/3.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/28.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/21.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/space/13.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/cars/34.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/11.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/32.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/people/27.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/17.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/6.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/26.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/space/11.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/39.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/10.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/47.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/24.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/23.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/42.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/39.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/1.jpg,l
EP,2,0,/Users/abardon/Desktop/cns186_images/buildings/27.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/34.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/29.jpg,h
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/34.jpg,h
EP,2,0,/Users/abardon/Desktop/cns186_images/cars/14.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/people/45.jpg,l
EP,2,1,/Users/abardon/Desktop/cns186_images/animals/25.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/people/33.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/cars/8.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/people/39.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/25.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/buildings/6.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/people/5.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/people/45.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/40.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/cars/37.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/19.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/20.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/buildings/1.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/13.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/38.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/8.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/15.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/30.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/space/11.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/21.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/5.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/47.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/cars/34.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/cars/36.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/buildings/27.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/cars/2.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/cars/3.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/38.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/space/13.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/39.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/10.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/people/37.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/people/14.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/space/17.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/42.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/cars/26.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/11.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/people/11.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/buildings/20.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/space/6.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/space/2.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/43.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/11.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/space/15.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/1.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/27.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/space/24.jpg,l
EP,4,6,/Users/abardon/Desktop/cns186_images/animals/34.jpg,h
EP,4,6,/Users/abardon/Desktop/cns186_images/people/23.jpg,l
EP,4,1,/Users/abardon/Desktop/cns186_images/animals/17.jpg,h
EP,4,1,/Users/abardon/Desktop/cns186_images/cars/14.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/buildings/7.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/landscapes/1.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/5.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/buildings/31.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/food/23.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/food/41.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/14.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/food/36.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/landscapes/11.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/phones/24.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/landscapes/14.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/phones/21.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/phones/18.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/45.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/food/44.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/32.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/landscapes/17.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/buildings/9.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/22.jpg,h
OA,2,1,/Users/abardon/Desktop/cns186_images/people/20.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/food/9.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/27.jpg,h
OA,2,1,/Users/abardon/Desktop/cns186_images/people/28.jpg,h
OA,2,1,/Users/abardon/Desktop/cns186_images/people/3.jpg,h
OA,2,1,/Users/abardon/Desktop/cns186_images/people/10.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/phones/29.jpg,l
OA,2,1,/Users/abardon/Desktop/cns186_images/people/1.jpg,h
OA,2,1,/Users/abardon/Desktop/cns186_images/people/43.jpg,h
OA,2,0,/Users/abardon/Desktop/cns186_images/food/17.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/phones/28.jpg,l
OA,2,0,/Users/abardon/Desktop/cns186_images/landscapes/35.jpg,l
